Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1763865933,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1763865934,50,,Aggregated,0.000000,0.000000,740,750,760,760,770,770,780,840,840,840,840,62,0,740.0,632.3958358937695,228.50171849131584,837.6563526690006,9968.516129032258
1763865935,50,,Aggregated,0.000000,0.000000,500,730,750,760,770,770,780,840,840,840,840,99,0,500.0,545.1311689585146,71.63332402706146,837.6563526690006,9714.979797979799
1763865936,50,,Aggregated,0.000000,0.000000,470,650,740,750,760,770,780,780,840,840,840,119,0,470.0,466.83474263849376,59.52038988471031,837.6563526690006,9449.24369747899
1763865937,50,,Aggregated,42.000000,0.000000,380,630,730,750,760,770,780,780,840,840,840,140,0,380.0,409.4835205801896,59.52038988471031,837.6563526690006,9457.32142857143
1763865938,50,,Aggregated,33.333333,0.000000,310,470,640,730,760,770,770,780,840,840,840,172,0,310.0,346.5011318452483,59.52038988471031,837.6563526690006,9469.982558139534
1763865939,50,,Aggregated,30.500000,0.000000,230,390,500,660,760,770,770,780,840,840,840,193,0,230.0,317.3707231802026,58.95932763814926,837.6563526690006,9406.341968911916
1763865940,50,,Aggregated,29.600000,0.000000,140,370,480,640,750,770,770,780,840,840,840,218,1,130.0,290.26408073142034,2.7040615677833557,837.6563526690006,9392.69266055046
1763865941,50,,Aggregated,29.333333,0.000000,100,370,470,630,750,760,770,780,840,840,840,239,1,100.0,271.6829407196414,2.7040615677833557,837.6563526690006,9432.117154811716
1763865942,50,,Aggregated,28.000000,0.000000,97,300,390,480,750,760,770,780,840,840,840,268,2,94,250.8287319857905,2.7040615677833557,837.6563526690006,9393.679104477613
1763865943,50,,Aggregated,28.000000,0.125000,84,230,380,470,750,760,770,780,840,840,840,284,2,83,241.3634663631379,2.7040615677833557,837.6563526690006,9398.799295774648
1763865944,50,,Aggregated,27.222222,0.111111,74,150,370,410,740,760,770,770,840,840,840,313,3,74,225.87288694735915,2.602670341730118,837.6563526690006,9305.680511182109
1763865945,50,,Aggregated,27.000000,0.200000,72,140,320,390,730,760,770,770,840,840,840,335,3,72,216.30029352520828,2.602670341730118,837.6563526690006,9296.355223880597
1763865946,50,,Aggregated,28.700000,0.200000,72,140,300,380,730,760,770,770,840,840,840,358,5,72,207.60795464687175,2.1662749350070953,837.6563526690006,9294.706703910615
1763865947,50,,Aggregated,23.100000,0.300000,71,140,240,370,670,760,770,770,840,840,840,379,5,71,201.12382272617168,2.1662749350070953,837.6563526690006,9346.92875989446
1763865948,50,,Aggregated,23.800000,0.400000,71,130,150,370,650,760,770,770,840,840,840,403,6,71,194.26094122212518,2.1662749350070953,837.6563526690006,9407.260545905707
1763865949,50,,Aggregated,24.300000,0.500000,71,130,150,310,640,750,770,770,840,840,840,426,6,71,188.3415414256529,2.1662749350070953,837.6563526690006,9443.741784037558
1763865950,50,,Aggregated,23.600000,0.500000,71,120,150,300,640,750,770,770,840,840,840,447,6,71,183.32938040696268,2.1662749350070953,837.6563526690006,9445.536912751679
1763865951,50,,Aggregated,22.900000,0.600000,71,110,140,270,630,750,770,770,840,840,840,469,8,71,178.24276002135866,2.1662749350070953,837.6563526690006,9446.285714285714
1763865952,50,,Aggregated,23.300000,0.600000,71,110,140,160,500,750,770,770,840,840,840,491,9,71,173.82884218287322,2.1662749350070953,837.6563526690006,9464.020366598777
1763865953,50,,Aggregated,22.500000,0.500000,70,100,140,150,500,750,770,770,840,840,840,516,10,70,168.85062395919894,2.1662749350070953,837.6563526690006,9489.197674418605
1763865954,50,,Aggregated,22.800000,0.700000,70,100,140,150,480,750,770,770,840,840,840,536,11,70,165.40015139269516,2.1662749350070953,837.6563526690006,9485.399253731342
1763865955,50,,Aggregated,22.400000,0.700000,70,100,140,150,470,750,760,770,840,840,840,559,13,70,162.04781138566398,2.1662749350070953,837.6563526690006,9483.30053667263
1763865956,50,,Aggregated,23.400000,0.800000,69,100,140,150,470,740,760,770,840,840,840,583,14,69,158.99839130826103,2.1662749350070953,837.6563526690006,9510.068610634647
1763865957,50,,Aggregated,22.500000,0.800000,70,100,140,150,460,740,760,770,840,840,840,606,14,69,156.3526699411692,2.1662749350070953,837.6563526690006,9545.407590759076
1763865958,50,,Aggregated,22.300000,0.900000,69,100,140,140,400,740,760,770,840,840,840,633,17,69,152.61547780032217,2.1662749350070953,837.6563526690006,9562.481832543444
1763865959,50,,Aggregated,22.100000,0.900000,69,99,140,140,390,740,760,770,840,840,840,657,17,69,150.29656249729285,2.1662749350070953,837.6563526690006,9599.727549467276
1763865960,50,,Aggregated,22.800000,1.000000,69,100,140,140,390,730,760,770,840,840,840,682,17,69,148.00163818922036,2.1662749350070953,837.6563526690006,9645.045454545454
1763865961,50,,Aggregated,23.100000,1.100000,69,99,130,140,380,730,760,770,840,840,840,705,18,69,145.6208273134333,2.1662749350070953,837.6563526690006,9709.540425531915
1763865962,50,,Aggregated,23.000000,1.100000,69,98,130,140,380,680,760,770,840,840,840,724,19,69,143.90736835808056,2.1662749350070953,837.6563526690006,9719.309392265193
1763865963,50,,Aggregated,23.300000,1.100000,69,98,130,140,370,670,760,770,840,840,840,752,20,69,141.5980405203919,2.1662749350070953,837.6563526690006,9763.594414893618
1763865964,50,,Aggregated,23.600000,1.000000,69,98,130,140,370,660,760,770,840,840,840,776,21,69,139.9959479890687,2.1662749350070953,837.6563526690006,9831.387886597939
1763865965,50,,Aggregated,23.600000,1.000000,69,98,130,140,370,650,760,770,840,840,840,803,23,69,137.93244134927005,2.1662749350070953,837.6563526690006,9841.935242839352
1763865966,50,,Aggregated,23.800000,1.000000,69,97,130,140,360,650,760,770,840,840,840,825,23,69,136.3629625376427,2.1662749350070953,837.6563526690006,9834.44606060606
1763865967,50,,Aggregated,24.000000,1.000000,69,97,130,140,320,640,760,770,840,840,840,850,24,68,134.68458109042223,2.1662749350070953,837.6563526690006,9863.13411764706
1763865968,50,,Aggregated,24.800000,1.000000,69,97,120,140,310,640,760,770,840,840,840,872,24,69,133.62183730297406,2.1662749350070953,837.6563526690006,9920.462155963303
1763865969,50,,Aggregated,24.300000,0.900000,69,97,120,140,300,640,760,770,840,840,840,895,24,69,132.36915350126822,2.1662749350070953,837.6563526690006,9967.298324022346
1763865970,50,,Aggregated,24.200000,0.900000,69,97,120,140,290,630,760,770,840,840,840,922,25,69,131.0000628952155,2.1662749350070953,837.6563526690006,10013.67136659436
1763865971,50,,Aggregated,23.800000,0.700000,69,97,120,140,240,630,760,770,840,840,840,945,27,69,129.59194623288653,2.1662749350070953,837.6563526690006,10020.713227513228
1763865972,50,,Aggregated,24.000000,0.700000,69,97,120,140,230,500,760,770,840,840,840,967,27,69,128.83326726760464,2.1662749350070953,837.6563526690006,10066.002068252326
1763865973,50,,Aggregated,24.400000,0.800000,69,97,120,140,160,500,760,770,840,840,840,995,29,69,127.71973456419892,2.1662749350070953,837.6563526690006,10071.438190954774
1763865974,50,,Aggregated,24.100000,0.900000,69,97,120,140,160,500,760,770,780,840,840,1017,30,69,126.55528035883003,2.1662749350070953,837.6563526690006,10063.125860373648
1763865975,50,,Aggregated,24.000000,0.800000,69,97,120,140,150,500,760,770,780,840,840,1036,31,69,125.7646674052974,2.1662749350070953,837.6563526690006,10088.007722007722
1763865976,50,,Aggregated,23.800000,0.900000,68,96,110,140,150,480,750,770,780,840,840,1062,32,68,124.56995615009534,2.1662749350070953,837.6563526690006,10089.230696798493
1763865977,50,,Aggregated,23.800000,0.900000,69,96,110,140,150,480,750,770,780,840,840,1081,32,69,123.83708232026427,2.1662749350070953,837.6563526690006,10116.532839962998
1763865978,50,,Aggregated,22.900000,0.800000,69,96,120,140,160,470,750,760,780,840,840,1108,32,69,123.6808116443536,2.1662749350070953,837.6563526690006,10156.952166064983
1763865979,50,,Aggregated,23.600000,0.900000,69,96,110,140,150,470,750,760,780,840,840,1128,34,69,122.93435821098322,2.1662749350070953,837.6563526690006,10179.218085106382
1763865980,50,,Aggregated,23.000000,0.800000,69,96,120,140,150,470,750,760,780,840,840,1152,35,69,122.25942971094304,2.1662749350070953,837.6563526690006,10206.941840277777
1763865981,50,,Aggregated,23.800000,0.900000,69,96,120,140,150,470,750,760,780,840,840,1182,35,69,121.43871868927467,2.1662749350070953,837.6563526690006,10219.07529610829
1763865982,50,,Aggregated,23.300000,1.100000,69,96,110,140,150,470,750,760,780,840,840,1199,35,69,120.92472462789827,2.1662749350070953,837.6563526690006,10216.064220183487
1763865983,50,,Aggregated,23.200000,1.000000,70,96,110,140,150,410,750,760,780,840,840,1225,37,70,120.28384006145049,2.1662749350070953,837.6563526690006,10277.927346938775
1763865984,50,,Aggregated,23.600000,0.800000,70,96,110,140,150,410,750,760,780,840,840,1252,39,70,119.41578590308134,2.1662749350070953,837.6563526690006,10272.512779552715
1763865985,50,,Aggregated,23.200000,0.800000,70,96,110,130,150,400,750,760,780,840,840,1269,40,70,118.89612662090008,2.1662749350070953,837.6563526690006,10281.403467297085
1763865986,50,,Aggregated,23.100000,0.800000,70,96,120,140,150,390,750,760,780,840,840,1296,43,70,118.25477352860257,2.1662749350070953,837.6563526690006,10288.88348765432
1763865987,50,,Aggregated,23.700000,0.900000,70,97,110,140,150,390,750,760,780,840,840,1318,43,70,117.9230816306176,2.1662749350070953,837.6563526690006,10330.914264036419
1763865988,50,,Aggregated,23.400000,1.000000,70,97,110,140,150,390,750,760,780,840,840,1334,43,70,117.53174142333968,2.1662749350070953,837.6563526690006,10319.81259370315
1763865989,50,,Aggregated,23.300000,1.100000,70,98,120,140,150,390,750,760,780,840,840,1368,44,70,117.17681886290598,2.1662749350070953,837.6563526690006,10374.82456140351
1763865990,50,,Aggregated,23.500000,1.100000,70,98,120,140,150,380,750,760,780,840,840,1396,45,70,116.74591264604754,2.1662749350070953,837.6563526690006,10381.525071633238
1763865991,50,,Aggregated,22.800000,1.000000,70,98,120,140,150,380,750,760,780,840,840,1415,46,70,116.27031980681335,2.1662749350070953,837.6563526690006,10391.713074204947
1763865992,50,,Aggregated,23.800000,0.900000,70,98,120,140,150,380,750,760,780,840,840,1442,48,70,115.56950561319906,2.1662749350070953,837.6563526690006,10408.092926490985
1763865993,50,,Aggregated,24.000000,1.000000,70,97,120,140,150,380,740,760,780,840,840,1463,51,70,114.95010742455497,2.1662749350070953,837.6563526690006,10394.963773069036
1763865994,50,,Aggregated,23.000000,1.200000,70,98,120,130,150,370,740,760,780,840,840,1487,52,70,114.55293525343544,2.1662749350070953,837.6563526690006,10436.205783456624
1763865995,50,,Aggregated,24.200000,1.400000,70,98,120,130,150,370,740,760,780,840,840,1513,53,70,113.99572192933176,2.1662749350070953,837.6563526690006,10429.645076007931
1763865996,50,,Aggregated,23.600000,1.400000,70,98,120,130,150,370,740,760,780,840,840,1538,54,69,113.55717102567071,2.1662749350070953,837.6563526690006,10446.139791937581
1763865997,50,,Aggregated,23.900000,1.300000,70,98,120,130,150,370,740,760,780,840,840,1562,54,70,113.30466501166741,2.1662749350070953,837.6563526690006,10470.467349551856
1763865998,50,,Aggregated,24.400000,1.200000,70,99,120,130,150,370,740,760,780,840,840,1591,55,70,113.01036562365529,2.1662749350070953,837.6563526690006,10494.62413576367
1763865999,50,,Aggregated,24.200000,1.100000,70,99,120,130,150,370,740,760,780,840,840,1615,57,70,112.72792352057832,2.1662749350070953,837.6563526690006,10538.546749226007
1763866000,50,,Aggregated,24.800000,1.100000,70,99,120,130,150,370,740,760,780,840,840,1637,57,70,112.4236074708079,2.1662749350070953,837.6563526690006,10559.613317043371
1763866001,50,,Aggregated,25.100000,1.200000,70,100,120,130,150,360,730,760,780,840,840,1658,59,70,112.19871313332504,2.1662749350070953,837.6563526690006,10584.875753920385
1763866002,50,,Aggregated,24.700000,1.300000,70,99,120,130,150,320,730,760,780,840,840,1686,60,70,111.6508312881311,2.1662749350070953,837.6563526690006,10578.013641755635
1763866003,50,,Aggregated,24.100000,1.200000,70,99,120,130,150,310,730,760,780,840,840,1709,61,70,111.41958660536024,2.1662749350070953,837.6563526690006,10607.787009947338
1763866004,50,,Aggregated,24.700000,1.300000,70,100,120,130,150,310,730,760,780,840,840,1737,61,70,111.1530813489862,2.1662749350070953,837.6563526690006,10635.284974093263
1763866005,50,,Aggregated,24.200000,1.100000,70,100,120,130,150,310,730,760,780,840,840,1758,62,70,111.10418370423734,2.1662749350070953,837.6563526690006,10687.100113765642
1763866006,50,,Aggregated,24.700000,1.000000,70,100,120,130,150,310,730,760,780,840,840,1779,63,70,110.8908968767703,2.1662749350070953,837.6563526690006,10700.313097245644
1763866007,50,,Aggregated,24.300000,0.900000,70,100,120,130,150,300,680,760,780,840,840,1811,64,70,110.5648441366699,2.1662749350070953,837.6563526690006,10732.60684704583
1763866008,50,,Aggregated,24.400000,0.900000,70,100,120,130,150,300,680,760,780,840,840,1827,65,70,110.34115678954464,2.1662749350070953,837.6563526690006,10736.659003831417
